station_numbeer,zone_code,zone_name,district_code,district_name,block_code,block_name,panchayat_code,panchayat_name,location,longitude,latitude,station_type,agency,installed_position,date_of_comm,is_problematic,station_premises_on,vendor_engineer_name,User_ID,station_premises_condition,last_visited_date
63199516,51,North East,19,Purnia,190013,Baisi,199516,Khapara,,87.722,25.889,ARG,Ingen,Ground,14-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,21-12-2024
63199517,51,North East,19,Purnia,190013,Baisi,199517,Khutia,,87.745,25.843,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,19-01-2024
63199518,51,North East,19,Purnia,190013,Baisi,199518,Malahariya,,87.697,25.868,ARG,Ingen,Ground,14-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,07-07-2024
63199519,51,North East,19,Purnia,190013,Baisi,199519,Meena Pur,,87.729,25.797,ARG,Ingen,Ground,17-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199520,51,North East,19,Purnia,190013,Baisi,199520,Puranaganj,,87.81,25.811,ARG,Ingen,Ground,17-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,07-07-2024
63199521,51,North East,19,Purnia,190013,Baisi,199521,Shadipur Bhutaha,,87.752,25.871,ARG,Ingen,Ground,17-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,19-01-2024
63199522,51,North East,19,Purnia,190013,Baisi,199522,Sri Pur Malah Toli,,87.807,25.893,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,Damaged,07-11-2025
63199523,51,North East,19,Purnia,190013,Baisi,199523,Sugaba Mahanadpur,,87.797,25.792,ARG,Ingen,Ground,20-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,21-12-2024
63199524,51,North East,19,Purnia,190013,Baisi,199524,Tarabari,,87.774,25.919,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,23-04-2025
63199525,51,North East,19,Purnia,190001,Banmankhi,199525,Bahora,,87.241,25.928,ARG,Ingen,Ground,11-03-2022 00:00,,Private Land,Amit Kumar ,21,No-Issue,07-05-2025
63199526,51,North East,19,Purnia,190001,Banmankhi,199526,Bishunpur Dutt,,87.212,25.889,ARG,Ingen,Ground,18-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,25-08-2025
63199527,51,North East,19,Purnia,190001,Banmankhi,199527,Chandpur Bangaha,,87.019,25.913,ARG,Ingen,Ground,19-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199528,51,North East,19,Purnia,190001,Banmankhi,199528,Dharhara,,87.168,25.908,ARG,Ingen,Ground,22-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,22-03-2024
63199529,51,North East,19,Purnia,190001,Banmankhi,199529,Dharhara Chakla Bhunai,,87.149,25.943,ARG,Ingen,Ground,20-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,07-05-2025
63199530,51,North East,19,Purnia,190001,Banmankhi,199530,Ganga Pur,,87.058,25.917,ARG,Ingen,Ground,19-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,07-12-2024
63199531,51,North East,19,Purnia,190001,Banmankhi,199531,Giyan Ganj,,87.258,25.869,ARG,Ingen,Ground,20-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,21-05-2025
63199532,51,North East,19,Purnia,190001,Banmankhi,199532,Hari Murhi,,87.208,25.927,ARG,Ingen,Ground,18-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,12-09-2024
63199533,51,North East,19,Purnia,190001,Banmankhi,199533,Kachahari Balua,,87.291,25.945,ARG,Ingen,Ground,18-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,07-05-2025
63199534,51,North East,19,Purnia,190001,Banmankhi,199534,Koshi Sh. Devottar,,87.236,25.908,ARG,Ingen,Ground,18-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,07-05-2025
63199535,51,North East,19,Purnia,190001,Banmankhi,199535,Kajhi Hirdya Nagar,,87.226,25.92,ARG,Ingen,Ground,18-09-2021 00:00,,Private Land,Shailendra kumar ,21,No-Issue,12-09-2024
63199536,51,North East,19,Purnia,190001,Banmankhi,199536,Ladu Garh,,87.114,25.834,ARG,Ingen,Ground,21-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,21-05-2024
63199537,51,North East,19,Purnia,190001,Banmankhi,199537,Madhuban,,87.115,25.877,ARG,Ingen,Ground,21-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,21-05-2025
63199538,51,North East,19,Purnia,190001,Banmankhi,199538,Mahadeo Pur,,87.303,25.898,ARG,Ingen,Ground,18-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,25-08-2025
63199539,51,North East,19,Purnia,190001,Banmankhi,199539,Maharaj Ganj,,87.073,25.954,ARG,Ingen,Ground,20-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,07-12-2024
63199540,51,North East,19,Purnia,190001,Banmankhi,199540,Mahraj Ganj-Ii,,87.225,25.839,ARG,Ingen,Ground,21-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,05-12-2024
63199541,51,North East,19,Purnia,190001,Banmankhi,199541,Majhuwa Prem Raj,,87.294,25.865,ARG,Ingen,Ground,20-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,22-03-2024
63199542,51,North East,19,Purnia,190001,Banmankhi,199542,Mohania Chakala,,87.139,25.923,ARG,Ingen,Ground,21-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,07-05-2025
63199543,51,North East,19,Purnia,190001,Banmankhi,199543,Naulakhi,,87.029,25.94,ARG,Ingen,Ground,20-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,07-12-2024
63199544,51,North East,19,Purnia,190001,Banmankhi,199544,Pipra,,87.128,25.94,ARG,Ingen,Ground,20-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,12-09-2024
63199545,51,North East,19,Purnia,190001,Banmankhi,199545,Ram Nagar Farsahi,,87.137,25.871,ARG,Ingen,Ground,11-03-2022 00:00,,Private Land,Amit Kumar ,21,No-Issue,25-08-2025
63199546,51,North East,19,Purnia,190001,Banmankhi,199546,Ramnagar Farsahimilik,,87.147,25.877,ARG,Ingen,Ground,21-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,25-08-2025
63199547,51,North East,19,Purnia,190001,Banmankhi,199547,Rampur Tilak,,87.095,25.845,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,21-05-2024
63199548,51,North East,19,Purnia,190001,Banmankhi,199548,Rupauli North,,87.063,25.883,ARG,Ingen,Ground,19-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199549,51,North East,19,Purnia,190001,Banmankhi,199549,Rupauli South,,87.055,25.868,ARG,Ingen,Ground,19-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199550,51,North East,19,Purnia,190001,Banmankhi,199550,Sahoriya Subhay Milik,,87.058,25.894,ARG,Ingen,Ground,19-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199551,51,North East,19,Purnia,190001,Banmankhi,199551,Ubhayram Chakla,,87.057,25.894,ARG,Ingen,Ground,19-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199552,51,North East,19,Purnia,190002,Barhara,199552,Arbanna Chakala,,87.082,25.705,ARG,Ingen,Ground,11-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,07-07-2024
63199553,51,North East,19,Purnia,190002,Barhara,199553,Aurahi,,87.131,25.823,ARG,Ingen,Ground,14-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,24-04-2025
63199554,51,North East,19,Purnia,190002,Barhara,199554,Aurlaha,,87.03,25.729,ARG,Ingen,Ground,01-07-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-08-2025
63199555,51,North East,19,Purnia,190002,Barhara,199555,Barahara,,87.095,25.77,ARG,Ingen,Ground,11-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,24-04-2025
63199556,51,North East,19,Purnia,190002,Barhara,199556,Basudeopur,,87.103,25.768,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-08-2025
63199557,51,North East,19,Purnia,190002,Barhara,199557,Bhat Sara,,87.053,25.655,ARG,Ingen,Ground,11-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,02-06-2025
63199559,51,North East,19,Purnia,190002,Barhara,199559,Dibra,,87.043,25.822,ARG,Ingen,Ground,14-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,04-03-2024
63199560,51,North East,19,Purnia,190002,Barhara,199560,Gauri Pur,,86.989,25.79,ARG,Ingen,Ground,01-07-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,21-05-2024
63199561,51,North East,19,Purnia,190002,Barhara,199561,Lataraha,,87.088,25.824,ARG,Ingen,Ground,26-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,24-04-2025
63199562,51,North East,19,Purnia,190002,Barhara,199562,Laxmi Pur,,87.015,25.727,ARG,Ingen,Ground,11-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,25-03-2025
63199563,51,North East,19,Purnia,190002,Barhara,199563,Matihani,,87.026,25.748,ARG,Ingen,Ground,17-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,25-03-2025
63199564,51,North East,19,Purnia,190002,Barhara,199564,Mulkiya,,87.03,25.803,ARG,Ingen,Ground,17-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,21-05-2024
63199565,51,North East,19,Purnia,190002,Barhara,199565,Nathpur,,87.069,25.735,ARG,Ingen,Ground,11-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,25-03-2025
63199566,51,North East,19,Purnia,190002,Barhara,199566,Nipania,,87.18,25.851,ARG,Ingen,Ground,14-05-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,31-01-2025
63199567,51,North East,19,Purnia,190002,Barhara,199567,Patraha,,87.086,25.691,ARG,Ingen,Ground,11-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,07-07-2024
63199568,51,North East,19,Purnia,190002,Barhara,199568,Rustampur,,87.163,25.829,ARG,Ingen,Ground,14-05-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,05-12-2024
63199569,51,North East,19,Purnia,190002,Barhara,199569,Sukhsena East,,87.112,25.796,ARG,Ingen,Ground,14-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-08-2025
63199570,51,North East,19,Purnia,190002,Barhara,199570,Tarhi,,87.152,25.751,ARG,Ingen,Ground,11-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,24-04-2025
63199571,51,North East,19,Purnia,190003,Bhawanipur,199571,Barahri,,87.086,25.631,ARG,Ingen,Ground,06-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,05-05-2025
63199572,51,North East,19,Purnia,190003,Bhawanipur,199572,Basantpur Chintamani,,87.037,25.643,ARG,Ingen,Ground,06-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,23-09-2024
63199573,51,North East,19,Purnia,190003,Bhawanipur,199573,Bhawanipur East,,87.148,25.652,ARG,Ingen,Ground,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,31-08-2024
63199574,51,North East,19,Purnia,190003,Bhawanipur,199574,Bhawanipur West,,87.129,25.636,ARG,Ingen,Ground,14-04-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,05-05-2025
63199575,51,North East,19,Purnia,190003,Bhawanipur,199575,Gondwara Patkeli,,87.243,25.594,ARG,Ingen,Ground,22-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,25-02-2025
63199576,51,North East,19,Purnia,190003,Bhawanipur,199576,Jabey,,87.117,25.644,ARG,Ingen,Ground,05-05-2021 00:00,,Private Land,Shailendra kumar ,21,No-Issue,18-12-2024
63199577,51,North East,19,Purnia,190003,Bhawanipur,199577,Lathi,,87.084,25.592,ARG,Ingen,Ground,07-05-2021 00:00,,Government Land,Sumit Kumar ,21,No-Issue,05-05-2025
63199578,51,North East,19,Purnia,190003,Bhawanipur,199578,Raghunath Pur,,87.156,25.63,ARG,Ingen,Ground,06-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,05-05-2025
63199579,51,North East,19,Purnia,190003,Bhawanipur,199579,Shahid Ganj,,87.101,25.648,ARG,Ingen,Ground,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,10-02-2024
63199580,51,North East,19,Purnia,190003,Bhawanipur,199580,Sondeep Milik,,87.205,25.625,ARG,Ingen,Ground,06-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,25-03-2025
63199581,51,North East,19,Purnia,190003,Bhawanipur,199581,Sonma,,87.046,25.644,ARG,Ingen,Ground,06-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,23-09-2024
63199582,51,North East,19,Purnia,190003,Bhawanipur,199582,Sripur Milik,,87.23,25.611,ARG,Ingen,Ground,06-05-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,25-02-2025
63199583,51,North East,19,Purnia,190003,Bhawanipur,199583,Supauli,,87.149,25.617,ARG,Ingen,Ground,05-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,25-04-2025
63199584,51,North East,19,Purnia,190003,Bhawanipur,199584,Suraiti,,87.08,25.565,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,05-05-2025
63199585,51,North East,19,Purnia,190014,Dagarua,199585,Adhkeli,,87.66,25.755,ARG,Ingen,Ground,25-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199586,51,North East,19,Purnia,190014,Dagarua,199586,Babhani,,87.679,25.703,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199587,51,North East,19,Purnia,190014,Dagarua,199587,Belgachhi,,87.679,25.844,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,07-11-2025
63199588,51,North East,19,Purnia,190014,Dagarua,199588,Buwari,,87.639,25.825,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,24-09-2025
63199589,51,North East,19,Purnia,190014,Dagarua,199589,Chapi,,87.673,25.797,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,04-06-2025
63199590,51,North East,19,Purnia,190014,Dagarua,199590,Dagarua,,87.631,25.786,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,04-06-2025
63199591,51,North East,19,Purnia,190014,Dagarua,199591,Dariyapur,,87.638,25.752,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,26-05-2024
63199592,51,North East,19,Purnia,190014,Dagarua,199592,Dubaili,,87.642,25.884,ARG,Ingen,Ground,25-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,11-05-2024
63199593,51,North East,19,Purnia,190014,Dagarua,199593,Echalo,,87.606,25.848,ARG,Ingen,Rooftop,10-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,21-03-2024
63199594,51,North East,19,Purnia,190014,Dagarua,199594,Harkhaili,,87.579,25.824,ARG,Ingen,Ground,11-03-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,04-06-2025
63199595,51,North East,19,Purnia,190014,Dagarua,199595,Kohila,,87.652,25.774,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,12-05-2024
63199596,51,North East,19,Purnia,190014,Dagarua,199596,Majgama,,87.707,25.772,ARG,Ingen,Ground,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199597,51,North East,19,Purnia,190014,Dagarua,199597,Makeli,,87.699,25.824,ARG,Ingen,Ground,25-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,11-04-2024
63199598,51,North East,19,Purnia,190014,Dagarua,199598,Mathor,,87.619,25.831,ARG,Ingen,Rooftop,09-03-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,04-06-2025
63199599,51,North East,19,Purnia,190014,Dagarua,199599,Rampur,,87.614,25.763,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,14-08-2024
63199600,51,North East,19,Purnia,190014,Dagarua,199600,Tauli,,87.653,25.886,ARG,Ingen,Rooftop,15-04-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,11-05-2024
63199601,51,North East,19,Purnia,190014,Dagarua,199601,Teghra,,87.652,25.848,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,26-05-2024
63199602,51,North East,19,Purnia,190014,Dagarua,199602,Thathol,,87.704,25.798,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,15-08-2024
63199603,51,North East,19,Purnia,190005,Dhamdaha,199603,Bardela,,87.202,25.705,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit kumar ,21,No-Issue,31-01-2025
63199604,51,North East,19,Purnia,190005,Dhamdaha,199604,Bishanpur,,87.172,25.708,ARG,Ingen,Ground,17-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,31-08-2024
63199605,51,North East,19,Purnia,190005,Dhamdaha,199605,Champabati,,87.269,25.807,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,23-09-2025
63199606,51,North East,19,Purnia,190005,Dhamdaha,199606,Chikani Dumariya,,87.296,25.803,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,23-09-2025
63199607,51,North East,19,Purnia,190005,Dhamdaha,199607,Damaili,,87.23,25.765,ARG,Ingen,Ground,15-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,02-06-2025
63199608,51,North East,19,Purnia,190005,Dhamdaha,199608,Damdaha East,,87.251,25.748,ARG,Ingen,Ground,26-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-08-2025
63199609,51,North East,19,Purnia,190005,Dhamdaha,199609,Damgaraha,,87.168,25.821,ARG,Ingen,Ground,26-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,29-12-2025
63199610,51,North East,19,Purnia,190005,Dhamdaha,199610,Dhamdaha Middle,,87.221,25.724,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,04-12-2025
63199611,51,North East,19,Purnia,190005,Dhamdaha,199611,Dhamdaha North,,87.185,25.743,ARG,Ingen,Ground,26-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,04-12-2025
63199612,51,North East,19,Purnia,190005,Dhamdaha,199612,Dhamdaha South,,87.19,25.721,ARG,Ingen,Ground,14-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,09-05-2024
63199613,51,North East,19,Purnia,190005,Dhamdaha,199613,Itahari,,87.202,25.643,ARG,Ingen,Ground,16-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,25-02-2025
63199614,51,North East,19,Purnia,190005,Dhamdaha,199614,Kishan Pur Baluwa,,87.124,25.666,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,03-12-2025
63199615,51,North East,19,Purnia,190005,Dhamdaha,199615,Kukaraun East,,87.185,25.764,ARG,Ingen,Ground,26-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,29-12-2025
63199616,51,North East,19,Purnia,190005,Dhamdaha,199616,Kukroun West,,87.149,25.772,ARG,Ingen,Ground,14-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,29-12-2025
63199617,51,North East,19,Purnia,190005,Dhamdaha,199617,Kuwari,,87.231,25.685,ARG,Ingen,Ground,16-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,07-07-2024
63199618,51,North East,19,Purnia,190005,Dhamdaha,199618,Mali,,87.244,25.655,ARG,Ingen,Ground,09-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,07-07-2024
63199619,51,North East,19,Purnia,190005,Dhamdaha,199619,Mogalia Puran Daha (East),,87.213,25.804,ARG,Ingen,Ground,16-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,23-09-2025
63199620,51,North East,19,Purnia,190005,Dhamdaha,199620,Mogaliya Purandaha West,,87.195,25.8,ARG,Ingen,Ground,16-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,29-12-2025
63199621,51,North East,19,Purnia,190005,Dhamdaha,199621,Nirpur,,87.155,25.716,ARG,Ingen,Ground,16-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,25-04-2025
63199622,51,North East,19,Purnia,190005,Dhamdaha,199622,Parasmani,,87.295,25.825,ARG,Ingen,Ground,15-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,02-06-2025
63199623,51,North East,19,Purnia,190005,Dhamdaha,199623,Rajghat Garail,,87.216,25.765,ARG,Ingen,Ground,15-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,31-07-2024
63199624,51,North East,19,Purnia,190005,Dhamdaha,199624,Rangpura North,,87.305,25.745,ARG,Ingen,Ground,14-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,03-12-2025
63199625,51,North East,19,Purnia,190005,Dhamdaha,199625,Rangpura South,,87.295,25.722,ARG,Ingen,Ground,14-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,13-04-2024
63199626,51,North East,19,Purnia,190005,Dhamdaha,199626,Rupaspur Khagaha,,87.263,25.727,ARG,Ingen,Ground,15-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,09-05-2024
63199627,51,North East,19,Purnia,190005,Dhamdaha,199627,Sarsi,,87.265,25.842,ARG,Ingen,Ground,15-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,22-10-2024
63199628,51,North East,19,Purnia,190005,Dhamdaha,199628,Thari Rajo,,87.173,25.753,ARG,Ingen,Ground,22-09-2021 00:00,,Private Land,Shailendra kumar ,21,No-Issue,18-12-2024
63199629,51,North East,19,Purnia,190010,Jalalgarh,199629,Chak,,87.527,25.927,ARG,Ingen,Ground,13-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,08-11-2025
63199630,51,North East,19,Purnia,190010,Jalalgarh,199630,Dansar,,87.55,25.951,ARG,Ingen,Ground,13-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,05-12-2025
63199631,51,North East,19,Purnia,190010,Jalalgarh,199631,Dimia,,87.46,25.974,ARG,Ingen,Ground,15-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,26-04-2025
63199632,51,North East,19,Purnia,190010,Jalalgarh,199632,Ekamba,,87.561,25.969,ARG,Ingen,Ground,13-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,05-12-2025
63199633,51,North East,19,Purnia,190010,Jalalgarh,199633,Hasi Begam Pur,,87.576,25.943,ARG,Ingen,Ground,13-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,13-09-2025
63199634,51,North East,19,Purnia,190010,Jalalgarh,199634,Jalal Garh,,87.529,25.967,ARG,Ingen,Ground,27-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,05-12-2025
63199635,51,North East,19,Purnia,190010,Jalalgarh,199635,Nizgehuma,,87.487,25.966,ARG,Ingen,Ground,15-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,05-12-2025
63199636,51,North East,19,Purnia,190010,Jalalgarh,199636,Ram Deli,,87.591,25.955,ARG,Ingen,Ground,11-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,08-11-2025
63199637,51,North East,19,Purnia,190010,Jalalgarh,199637,Sarsauni,,87.473,25.952,ARG,Ingen,Ground,15-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,13-09-2025
63199638,51,North East,19,Purnia,190010,Jalalgarh,199638,Sautha,,87.504,25.944,ARG,Ingen,Ground,15-05-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,13-09-2025
63199639,51,North East,19,Purnia,190008,Kasba,199639,Banaili,,87.462,25.91,ARG,Ingen,Ground,12-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,30-12-2025
63199640,51,North East,19,Purnia,190008,Kasba,199640,Bariata,,87.532,25.889,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,24-09-2025
63199641,51,North East,19,Purnia,190008,Kasba,199641,Bhawara Lagan,,87.489,25.878,ARG,Ingen,Ground,12-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,05-07-2025
63199642,51,North East,19,Purnia,190008,Kasba,199642,Bochganw,,87.608,25.935,ARG,Ingen,Rooftop,11-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,21-10-2024
63199643,51,North East,19,Purnia,190008,Kasba,199643,Ghordaur,,87.538,25.906,ARG,Ingen,Ground,12-05-2021 00:00,,Private Land,Sumit Kumar ,21,Damaged,05-07-2025
63199644,51,North East,19,Purnia,190008,Kasba,199644,Gurhi,,87.47,25.912,ARG,Ingen,Ground,21-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,05-07-2025
63199645,51,North East,19,Purnia,190008,Kasba,199645,Kulla Khash,,87.552,25.874,ARG,Ingen,Ground,12-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,24-09-2025
63199646,51,North East,19,Purnia,190008,Kasba,199646,Lakhana,,87.603,25.894,ARG,Ingen,Ground,12-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,24-09-2025
63199647,51,North East,19,Purnia,190008,Kasba,199647,Malharia,,87.553,25.91,ARG,Ingen,Ground,13-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,30-08-2024
63199648,51,North East,19,Purnia,190008,Kasba,199648,Mohani Tikapur,,87.479,25.85,ARG,Ingen,Ground,21-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,30-08-2024
63199649,51,North East,19,Purnia,190008,Kasba,199649,Sabdalpur,,87.548,25.831,ARG,Ingen,Ground,13-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,23-04-2025
63199650,51,North East,19,Purnia,190008,Kasba,199650,Sadhubeli,,87.439,25.892,ARG,Ingen,Ground,12-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,30-12-2025
63199651,51,North East,19,Purnia,190008,Kasba,199651,Sanjheli,,87.598,25.864,ARG,Ingen,Ground,11-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,24-09-2025
63199652,51,North East,19,Purnia,190006,Krityanand Nagar,199652,Bela  Rikabganj,,87.463,25.808,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,04-12-2025
63199653,51,North East,19,Purnia,190006,Krityanand Nagar,199653,Bithnauli  Khemchandra East,,87.384,25.816,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,20-01-2024
63199654,51,North East,19,Purnia,190006,Krityanand Nagar,199654,Bithnauli  Khemchandra West,,87.363,25.848,ARG,Ingen,Ground,11-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,30-12-2025
63199655,51,North East,19,Purnia,190006,Krityanand Nagar,199655,Chunapur,,87.434,25.794,ARG,Ingen,Ground,13-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,06-11-2025
